"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M","X"
"860Z200US60070","ZCTA5 60070","6230","334","3.3","1.8","1.0","0.9","3.1","1.6","9.1","3.5","12.4","3.6","18.4","4.5","12.1","3.5","17.9","4.2","8.1","3.1","14.5","3.2","84054","11969","112678","8622","45.0","(X)","(X)","(X)","(X)","(X)","4225","255","2.6","2.2","0.5","0.8","0.8","1.0","6.8","2.9","8.9","3.7","16.2","4.5","16.2","4.8","21.7","5.9","8.7","3.5","17.6","4.0","96760","10658","127635","10391","(X)","(X)","48.3","(X)","(X)","(X)","3186","343","1.5","1.6","0.0","1.1","0.8","1.3","3.2","2.0","7.3","3.7","15.2","4.7","17.5","5.7","23.3","7.4","9.8","4.1","21.5","5.5","112188","15536","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2005","382","6.9","4.3","2.0","2.4","8.4","4.6","16.5","9.0","19.6","7.5","21.7","10.6","6.2","5.0","9.4","4.0","1.3","1.5","7.9","5.4","46800","14011","74545","15171","(X)","(X)","(X)","(X)","38.2","(X)",NA
"860Z200US60071","ZCTA5 60071","1800","161","4.7","3.5","0.9","1.0","5.1","3.3","8.2","3.6","16.3","6.5","16.5","5.2","12.7","4.7","18.4","7.0","2.7","1.9","14.4","8.4","71471","9607","106465","21414","30.8","(X)","(X)","(X)","(X)","(X)","1061","154","0.4","0.7","0.0","3.2","1.2","1.4","2.5","2.1","17.2","9.7","11.3","6.2","11.3","4.9","28.6","11.4","4.1","3.4","23.3","13.2","116406","27582","144492","32405","(X)","(X)","26.1","(X)","(X)","(X)","884","169","0.5","0.8","0.0","3.9","0.8","1.3","1.0","1.5","15.8","11.0","13.1","7.3","6.7","3.7","29.2","13.5","5.0","4.1","27.9","15.1","124938","33697","N","N","(X)","(X)","(X)","(X)","(X)","(X)","739","141","10.8","8.3","2.3","2.3","10.7","7.7","16.4","6.9","15.8","7.3","24.0","9.4","14.6","8.0","3.8","4.6","0.7","1.1","0.9","1.4","44911","11689","49314","7961","(X)","(X)","(X)","(X)","35.0","(X)",NA
"860Z200US60072","ZCTA5 60072","350","67","1.4","1.9","1.1","1.7","4.6","4.2","3.1","4.1","6.3","6.0","10.9","5.8","14.3","11.9","13.1","7.1","25.1","9.9","20.0","9.1","134167","43743","136427","17385","36.9","(X)","(X)","(X)","(X)","(X)","291","65","0.7","2.1","0.0","11.3","1.0","1.7","3.4","4.8","3.1","5.0","6.5","3.5","16.5","13.8","16.2","8.2","28.5","11.1","24.1","11.1","160893","31020","154433","20409","(X)","(X)","32.3","(X)","(X)","(X)","275","63","0.7","2.2","0.0","11.9","0.0","11.9","3.6","5.0","3.3","5.3","6.9","3.7","16.4","14.7","17.1","8.7","29.5","11.8","22.5","11.3","160893","35374","N","N","(X)","(X)","(X)","(X)","(X)","(X)","59","28","5.1","7.4","6.8","10.7","22.0","20.8","1.7","3.5","22.0","22.8","32.2","24.9","3.4","6.1","1.7","7.2","5.1","7.6","0.0","40.1","45250","15636","46812","11864","(X)","(X)","(X)","(X)","59.3","(X)",NA
"860Z200US60073","ZCTA5 60073","19333","560","2.1","0.7","2.8","1.6","5.2","1.1","5.5","1.3","9.7","1.7","16.9","2.3","14.6","2.0","23.4","2.5","10.4","2.0","9.2","1.9","88279","5209","104686","5756","39.4","(X)","(X)","(X)","(X)","(X)","14827","585","2.0","0.9","1.5","0.7","3.1","1.1","4.9","1.5","9.7","2.0","15.7","2.4","15.2","2.6","24.8","3.1","12.0","2.3","11.1","2.4","96363","5501","114121","6606","(X)","(X)","40.3","(X)","(X)","(X)","11039","524","0.8","0.6","0.7","0.5","3.2","1.4","3.6","1.4","6.8","1.8","13.3","2.5","15.4","2.8","27.5","3.5","14.4","2.5","14.3","3.0","110224","6828","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4506","548","5.0","2.1","8.5","6.0","12.2","3.6","8.5","2.7","15.7","4.9","20.7","5.4","11.7","4.2","13.4","5.2","1.6","1.1","2.7","1.9","50085","5821","61971","6423","(X)","(X)","(X)","(X)","33.7","(X)",NA
"860Z200US60074","ZCTA5 60074","14237","608","3.5","1.2","1.7","0.7","5.2","1.8","8.3","2.1","10.3","2.5","18.6","2.3","13.0","2.1","16.6","2.1","13.2","2.7","9.6","1.7","78287","7161","101248","5143","37.1","(X)","(X)","(X)","(X)","(X)","9281","438","3.8","1.6","1.6","1.2","4.4","1.7","5.9","1.8","7.2","2.5","16.8","2.8","13.8","2.5","17.0","2.8","16.0","3.6","13.5","2.5","93958","7582","115208","6216","(X)","(X)","39.6","(X)","(X)","(X)","6800","491","1.5","1.0","0.4","0.5","2.9","1.7","2.4","1.2","6.5","2.9","16.2","3.0","13.6","3.1","17.6","3.3","21.0","4.6","17.8","3.4","118906","10185","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4956","525","3.3","1.6","3.6","1.8","7.9","3.3","15.3","4.9","16.6","5.5","19.4","4.4","11.6","3.4","12.7","3.2","7.8","3.1","1.8","1.0","55957","7746","69980","6459","(X)","(X)","(X)","(X)","30.4","(X)",NA
"860Z200US60076","ZCTA5 60076","11462","514","3.8","1.4","0.8","0.5","5.5","1.7","3.5","1.2","6.8","1.9","15.7","3.1","13.7","2.8","19.6","2.7","14.1","2.2","16.6","2.9","100786","8738","123735","5912","37.4","(X)","(X)","(X)","(X)","(X)","8765","416","2.9","1.5","0.4","0.5","4.3","1.8","2.7","1.2","4.7","1.4","13.1","2.9","12.8","2.4","21.8","3.3","16.8","2.8","20.6","3.8","120015","11393","138223","7304","(X)","(X)","38.9","(X)","(X)","(X)","7008","447","2.1","1.5","0.2","0.3","3.9","2.1","1.7","1.3","4.6","1.8","12.1","3.1","9.3","2.1","23.8","3.9","18.9","3.1","23.4","4.3","134143","8980","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2697","446","7.0","3.9","1.9","1.6","9.2","3.9","5.9","2.9","14.2","6.2","25.3","8.9","19.4","7.8","9.5","4.5","4.4","2.6","3.3","2.0","58852","15187","72516","7687","(X)","(X)","(X)","(X)","32.6","(X)",NA
"860Z200US60077","ZCTA5 60077","10919","495","5.5","2.0","5.5","2.7","6.2","1.9","4.6","1.6","11.2","2.9","15.3","3.3","11.2","2.6","17.0","2.9","13.3","2.8","10.2","2.0","77826","7388","104859","8856","40.4","(X)","(X)","(X)","(X)","(X)","7532","494","2.6","1.7","2.8","2.7","3.3","1.6","2.4","1.2","9.3","3.4","17.4","4.1","12.6","3.5","20.4","4.0","16.3","3.8","12.8","2.6","98941","8596","124688","10966","(X)","(X)","45.2","(X)","(X)","(X)","5391","509","0.3","0.5","3.3","3.5","2.4","1.6","2.5","1.5","9.5","4.1","14.2","4.4","13.2","4.2","22.2","5.1","18.3","5.1","14.1","3.2","107017","9146","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3387","444","11.8","5.7","11.6","6.0","13.5","4.9","9.4","5.0","15.6","5.7","13.3","6.4","7.9","2.9","7.9","3.1","7.0","4.1","1.9","1.6","38146","7537","56325","7634","(X)","(X)","(X)","(X)","29.6","(X)",NA
"860Z200US60081","ZCTA5 60081","3269","260","2.4","1.9","0.9","1.0","4.8","2.6","2.7","1.8","10.4","6.1","8.5","3.4","12.1","3.7","23.0","5.4","15.4","4.9","19.7","6.9","113978","12994","140086","25481","41.4","(X)","(X)","(X)","(X)","(X)","2703","216","1.2","1.1","0.8","1.2","2.1","1.6","2.2","2.0","10.5","6.9","8.8","3.9","9.0","3.1","23.8","6.4","18.6","6.0","23.0","8.1","127021","23166","154428","28677","(X)","(X)","42.9","(X)","(X)","(X)","2261","248","1.4","1.3","0.5","1.0","2.5","1.9","1.4","1.8","9.3","7.2","6.2","3.5","8.0","3.1","23.1","6.2","20.0","6.6","27.5","9.2","147417","16158","N","N","(X)","(X)","(X)","(X)","(X)","(X)","566","157","8.3","9.0","1.6","2.4","17.8","12.4","5.1","6.0","12.4","9.7","17.5","11.2","23.3","12.0","10.1","7.6","1.9","3.4","1.9","3.1","59074","27896","62509","11533","(X)","(X)","(X)","(X)","34.1","(X)",NA
"860Z200US60083","ZCTA5 60083","3556","339","2.4","1.9","1.4","2.1","2.4","2.6","5.5","3.6","6.7","4.5","10.3","4.7","19.6","7.4","23.4","5.8","11.7","4.2","16.5","4.6","106600","26575","128098","12622","36.8","(X)","(X)","(X)","(X)","(X)","2634","323","2.4","2.1","0.0","1.3","0.7","1.1","3.1","3.0","5.9","5.8","11.6","5.2","17.5","8.2","24.2","6.6","16.1","6.4","18.5","6.1","121181","13411","142988","17435","(X)","(X)","40.3","(X)","(X)","(X)","2174","350","2.3","2.0","0.0","1.6","0.9","1.3","3.7","3.6","1.6","2.0","7.7","4.9","18.4","9.6","24.7","7.1","19.4","7.3","21.3","7.0","127198","16563","N","N","(X)","(X)","(X)","(X)","(X)","(X)","922","210","4.2","5.4","5.3","8.1","7.2","9.1","12.4","10.2","9.4","7.7","11.1","8.6","28.0","15.2","14.1","10.0","6.1","4.6","2.3","2.5","75133","34421","73278","11945","(X)","(X)","(X)","(X)","24.9","(X)",NA
"860Z200US60084","ZCTA5 60084","6387","371","3.9","2.0","0.8","0.7","5.6","2.1","4.7","2.7","8.5","2.6","12.1","3.4","14.5","3.2","21.4","4.7","13.0","3.6","15.5","3.0","99957","12577","123510","9604","33.0","(X)","(X)","(X)","(X)","(X)","4411","325","2.0","2.3","0.0","0.8","5.7","2.8","1.4","1.1","4.6","2.1","10.4","4.6","14.6","4.2","25.1","6.3","17.7","4.8","18.5","3.7","122321","7307","141942","12322","(X)","(X)","33.7","(X)","(X)","(X)","3759","348","2.1","2.4","0.0","0.9","3.9","2.5","1.2","1.0","2.9","1.9","10.7","5.1","11.5","3.7","27.1","7.2","20.1","5.5","20.5","4.3","128577","9700","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1976","320","8.0","4.2","2.6","2.3","8.2","3.8","12.2","8.5","14.5","5.9","16.1","5.1","17.1","5.5","9.9","3.7","3.2","3.1","8.1","5.8","54044","11662","79195","18845","(X)","(X)","(X)","(X)","31.5","(X)",NA
"860Z200US60085","ZCTA5 60085","24590","812","5.1","1.2","3.9","0.9","10.2","1.7","10.6","2.0","13.6","2.1","18.5","2.3","15.1","2.0","13.9","1.8","4.3","1.1","4.8","1.4","58843","4181","73789","3808","51.7","(X)","(X)","(X)","(X)","(X)","16412","702","2.3","0.8","1.9","0.8","6.9","1.4","8.4","2.2","13.4","2.1","21.1","2.9","18.1","2.7","16.7","2.5","5.2","1.7","6.1","1.9","69614","4279","84771","5347","(X)","(X)","56.4","(X)","(X)","(X)","9778","703","1.0","0.7","1.1","0.7","3.5","1.4","6.5","2.9","10.6","2.9","20.5","3.4","19.1","3.9","21.9","3.5","7.4","2.4","8.3","3.0","83910","8072","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8178","796","11.1","3.4","7.8","2.1","17.7","4.3","16.5","4.2","16.8","3.9","15.7","4.2","7.9","3.0","4.1","1.6","1.7","1.2","0.7","0.7","33576","3118","43346","3782","(X)","(X)","(X)","(X)","40.7","(X)",NA
"860Z200US60087","ZCTA5 60087","9698","517","2.5","1.2","3.5","2.3","4.4","1.7","7.5","2.3","14.7","3.3","16.5","3.5","18.8","3.3","19.1","3.2","7.7","1.8","5.2","1.8","75691","4278","86167","4598","40.3","(X)","(X)","(X)","(X)","(X)","7041","566","1.5","1.2","4.3","3.0","4.2","2.1","9.1","3.0","12.6","3.6","15.7","4.1","18.7","3.9","18.4","3.7","9.9","2.3","5.7","2.1","79080","4478","89596","4906","(X)","(X)","45.4","(X)","(X)","(X)","5035","536","0.7","0.8","2.1","1.9","1.3","1.0","5.8","2.5","11.7","4.3","14.3","4.3","22.2","4.7","22.3","5.4","12.6","3.2","7.0","2.6","86610","8513","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2657","438","5.2","3.1","1.3","1.4","6.5","3.9","7.8","4.5","20.5","7.4","19.5","6.4","20.4","8.8","13.7","4.1","1.4","1.7","3.5","3.8","62516","8479","70520","8704","(X)","(X)","(X)","(X)","25.1","(X)",NA
"860Z200US60088","ZCTA5 60088","1332","225","3.6","3.2","0.8","0.9","7.7","10.2","15.5","7.8","14.4","7.0","21.2","12.3","15.1","7.2","17.9","9.2","2.3","2.2","1.4","1.6","57143","15267","67946","9185","26.4","(X)","(X)","(X)","(X)","(X)","921","168","2.6","2.4","0.7","1.1","11.1","14.0","19.2","9.9","16.4","9.5","8.0","4.8","19.9","9.8","16.7","7.5","3.4","3.1","2.1","2.3","50066","22069","68771","11512","(X)","(X)","31.5","(X)","(X)","(X)","734","148","3.3","3.0","0.0","4.7","0.0","4.7","24.1","12.0","16.5","10.3","8.4","6.4","21.5","9.0","19.3","8.9","4.2","4.0","2.6","3.0","60263","34409","N","N","(X)","(X)","(X)","(X)","(X)","(X)","411","215","5.8","9.8","1.0","1.9","0.0","8.2","7.3","8.3","11.9","15.0","48.9","29.5","4.4","6.1","20.7","24.9","0.0","8.2","0.0","8.2","63244","9225","65913","18240","(X)","(X)","(X)","(X)","15.1","(X)",NA
"860Z200US60089","ZCTA5 60089","15731","458","4.0","1.8","1.8","0.7","3.3","1.2","3.7","1.1","3.9","1.0","10.8","1.9","10.9","2.1","20.7","2.6","17.5","2.6","23.2","2.7","127537","5540","157159","9116","31.1","(X)","(X)","(X)","(X)","(X)","11895","363","3.0","2.5","0.7","0.4","1.5","0.7","2.4","1.0","2.7","1.0","7.6","1.8","9.4","1.8","22.1","2.9","21.5","3.5","28.9","3.5","151419","12081","180608","12331","(X)","(X)","29.8","(X)","(X)","(X)","10276","405","0.7","0.4","0.6","0.4","0.3","0.4","1.4","0.6","2.6","1.1","6.6","1.8","7.8","1.7","23.5","3.4","23.5","3.8","33.0","3.7","162794","9404","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3836","400","7.4","2.6","5.2","2.5","11.4","4.6","9.5","4.0","7.8","2.8","19.1","4.7","15.6","5.9","15.1","3.5","4.7","1.7","4.3","1.8","58945","6459","79394","8208","(X)","(X)","(X)","(X)","34.6","(X)",NA
"860Z200US60090","ZCTA5 60090","15462","609","4.4","1.5","1.7","0.7","5.9","1.4","6.4","1.8","9.7","2.0","17.7","2.3","17.1","2.8","20.3","3.2","7.9","1.4","8.9","2.5","80060","3553","99651","9141","42.0","(X)","(X)","(X)","(X)","(X)","9625","441","1.9","1.3","0.8","0.6","4.2","1.4","6.3","2.4","9.8","2.5","16.4","2.7","16.7","3.5","23.3","3.7","9.6","2.1","11.0","3.7","91214","6993","112320","13423","(X)","(X)","43.6","(X)","(X)","(X)","7411","473","2.0","1.6","0.8","0.7","4.0","1.6","5.9","3.0","6.8","2.5","14.8","2.8","14.6","3.4","27.1","4.5","11.4","2.5","12.8","4.8","103188","9156","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5837","629","9.0","3.3","3.3","1.5","8.7","3.0","7.3","2.8","8.7","2.7","21.0","4.1","19.3","4.6","13.2","4.6","4.5","1.7","5.0","2.4","64936","7389","76130","8397","(X)","(X)","(X)","(X)","38.2","(X)",NA
"860Z200US60091","ZCTA5 60091","10328","428","1.9","0.8","1.5","1.0","2.4","1.1","3.5","1.2","4.3","1.3","7.3","1.6","9.6","2.9","12.6","2.6","10.3","1.7","46.4","3.4","179700","21709","272107","23752","33.1","(X)","(X)","(X)","(X)","(X)","7557","220","0.6","0.6","1.3","1.2","0.3","0.3","2.2","1.2","2.7","1.0","5.5","1.6","5.6","1.8","12.1","2.7","12.8","2.1","56.8","3.4","232412","10541","318284","24165","(X)","(X)","32.7","(X)","(X)","(X)","6756","225","0.7","0.6","0.4","0.6","0.2","0.3","1.8","1.1","2.6","1.1","4.4","1.5","5.0","1.7","10.6","2.5","14.2","2.3","60.1","3.4","247315","16287","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2771","437","5.4","2.7","2.0","1.7","8.2","3.7","7.2","3.5","8.8","3.6","12.3","3.6","20.9","8.4","14.5","5.7","3.2","2.2","17.7","6.3","79827","2903","144723","62928","(X)","(X)","(X)","(X)","33.8","(X)",NA
"860Z200US60093","ZCTA5 60093","7137","213","3.1","1.5","0.9","0.6","2.7","1.4","3.1","1.4","3.0","1.0","8.7","2.3","6.6","2.2","9.9","2.6","7.7","2.4","54.2","3.8","227013","24907","380814","31883","34.2","(X)","(X)","(X)","(X)","(X)","5788","173","1.8","1.0","0.6","0.6","0.8","0.9","0.5","0.6","2.2","1.0","7.9","2.4","5.3","2.1","9.3","3.0","8.1","2.8","63.4","4.4","250,000+","***","434644","35045","(X)","(X)","30.7","(X)","(X)","(X)","5336","215","0.9","0.9","0.5","0.6","0.9","0.9","0.4","0.6","2.0","1.0","5.9","2.4","4.9","2.1","8.9","3.1","8.3","3.0","67.3","4.7","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1349","228","8.9","5.6","2.4","2.2","10.7","5.9","14.3","6.7","6.9","3.7","12.2","6.1","11.2","6.1","12.8","5.4","6.0","3.9","14.8","4.9","64821","24607","148366","39971","(X)","(X)","(X)","(X)","48.4","(X)",NA
"860Z200US60096","ZCTA5 60096","2725","194","3.7","2.8","0.8","0.9","6.2","3.0","5.9","3.4","4.2","2.1","19.0","6.3","13.0","4.4","21.1","7.0","13.0","4.2","13.1","5.1","93806","13719","115772","12732","38.9","(X)","(X)","(X)","(X)","(X)","1955","165","0.0","1.8","0.0","1.8","1.9","2.0","1.6","1.6","2.5","2.2","22.1","8.2","14.9","6.0","25.7","8.8","17.0","5.9","14.2","6.4","116406","27548","131015","15441","(X)","(X)","38.2","(X)","(X)","(X)","1652","186","0.0","2.1","0.0","2.1","0.4","0.6","1.9","1.9","0.5","0.8","23.7","9.6","12.8","5.0","29.7","10.0","16.2","6.1","14.8","7.2","126375","23596","N","N","(X)","(X)","(X)","(X)","(X)","(X)","770","181","13.0","9.1","3.0","3.3","17.1","9.4","16.6","10.3","9.9","5.8","9.9","5.4","9.5","5.9","7.9","5.2","4.2","3.7","9.0","6.0","37794","9956","71592","17692","(X)","(X)","(X)","(X)","40.5","(X)",NA
"860Z200US60097","ZCTA5 60097","4421","287","4.4","2.9","0.5","0.6","4.4","1.9","3.7","2.1","8.8","3.4","20.0","4.9","14.4","4.0","27.2","5.0","11.5","3.6","5.0","2.3","88851","5027","99934","8508","38.1","(X)","(X)","(X)","(X)","(X)","3346","275","4.4","3.9","0.3","0.4","2.7","1.8","2.4","2.1","7.7","3.3","17.3","5.2","19.0","5.8","31.3","6.6","10.3","4.8","4.6","2.3","92075","13234","100270","7280","(X)","(X)","43.7","(X)","(X)","(X)","2384","215","0.8","1.2","0.4","0.6","0.9","1.1","2.1","2.7","6.6","3.4","18.9","6.2","18.7","7.0","34.7","7.6","11.0","5.7","6.0","3.2","104211","13592","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1075","194","4.4","4.2","1.4","1.8","9.5","6.7","9.7","6.1","14.7","9.5","30.6","11.5","5.7","4.6","10.8","6.2","6.9","6.2","6.4","5.1","54399","6444","86577","23319","(X)","(X)","(X)","(X)","18.7","(X)",NA
"860Z200US60098","ZCTA5 60098","12699","421","4.1","1.2","2.6","1.2","3.8","1.4","6.9","1.8","9.0","2.0","17.6","3.1","14.9","2.9","19.4","2.5","11.6","2.2","10.0","2.0","88059","7908","108834","7482","32.7","(X)","(X)","(X)","(X)","(X)","9036","414","1.1","0.6","1.6","1.1","2.0","1.1","4.9","1.9","7.9","2.2","16.1","3.6","16.6","3.6","23.6","3.1","14.4","2.8","11.8","2.6","99673","9556","125821","8922","(X)","(X)","33.2","(X)","(X)","(X)","6653","487","0.7","0.5","1.4","1.2","0.5","0.5","4.1","1.8","4.9","1.8","13.2","3.9","15.0","2.8","25.7","3.4","18.9","3.5","15.7","3.4","120632","6661","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3663","472","12.0","3.6","5.5","3.0","10.2","4.7","12.2","3.4","16.8","5.1","19.8","5.1","9.5","3.0","5.6","2.5","3.6","2.0","4.8","2.8","44576","7984","58069","6349","(X)","(X)","(X)","(X)","30.8","(X)",NA
"860Z200US60099","ZCTA5 60099","11364","630","7.5","2.1","3.6","1.6","7.9","2.6","8.8","2.7","12.4","3.4","14.1","3.5","17.3","3.9","18.3","3.2","6.3","1.4","3.7","1.3","65021","5173","86489","11711","45.0","(X)","(X)","(X)","(X)","(X)","7348","439","3.8","1.8","1.7","1.3","5.8","2.3","5.8","3.1","10.5","3.8","16.9","4.0","17.5","3.9","24.7","4.9","8.2","1.9","5.1","1.9","81111","5544","103291","15741","(X)","(X)","46.7","(X)","(X)","(X)","4573","477","0.0","0.8","1.4","1.5","1.6","1.1","2.3","2.7","8.9","4.8","17.1","4.8","19.4","4.7","31.9","6.5","10.8","2.8","6.6","2.8","99154","10180","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4016","590","14.3","5.2","7.7","3.6","12.9","5.3","14.5","4.5","15.2","5.7","10.1","5.5","18.6","8.2","3.9","2.0","1.5","1.6","1.3","1.2","35536","9571","52375","10719","(X)","(X)","(X)","(X)","40.5","(X)",NA
"860Z200US60101","ZCTA5 60101","13651","446","2.8","0.9","1.8","0.7","5.1","1.4","7.8","2.0","10.5","2.1","14.8","2.5","18.0","2.9","17.8","2.7","13.6","2.0","7.7","1.6","82705","3088","100828","4770","44.6","(X)","(X)","(X)","(X)","(X)","9707","382","2.0","0.9","0.9","0.5","4.1","1.6","5.8","2.1","8.9","2.7","13.5","2.9","16.9","2.7","20.4","3.4","17.5","2.7","10.0","2.1","96472","6619","114556","6484","(X)","(X)","46.0","(X)","(X)","(X)","7503","459","0.9","0.6","0.9","0.6","3.7","2.0","3.0","1.8","7.7","2.7","12.3","3.1","18.3","3.3","21.6","4.1","20.1","3.3","11.4","2.5","111131","12998","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3944","524","6.2","2.5","4.5","2.4","10.0","3.8","14.0","4.2","15.5","5.0","16.3","4.5","19.3","6.8","10.4","4.3","2.7","1.5","1.2","0.9","49744","10530","60439","4844","(X)","(X)","(X)","(X)","39.6","(X)",NA
"860Z200US60102","ZCTA5 60102","11833","404","1.5","0.6","1.5","0.9","2.5","1.0","3.3","1.2","5.3","1.3","10.3","1.8","12.6","2.4","23.5","3.1","20.0","3.2","19.5","2.7","127140","12466","144737","7606","33.1","(X)","(X)","(X)","(X)","(X)","9101","396","1.5","1.1","0.6","0.5","1.3","1.1","0.9","0.6","3.4","1.3","10.3","2.4","12.0","2.8","24.4","3.8","22.6","3.6","23.2","3.2","145441","6518","159298","8611","(X)","(X)","32.6","(X)","(X)","(X)","7341","431","0.2","0.2","0.6","0.5","0.8","0.8","0.7","0.6","2.6","1.1","5.9","1.8","12.0","3.4","26.0","4.2","25.8","4.6","25.4","3.6","154353","11669","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2732","379","3.7","1.9","4.6","3.3","4.6","2.5","11.3","4.6","12.5","4.2","18.8","5.3","12.9","6.2","16.4","4.9","9.5","4.9","5.6","4.3","69777","10705","84455","12308","(X)","(X)","(X)","(X)","30.9","(X)",NA
"860Z200US60103","ZCTA5 60103","14652","390","1.9","0.8","1.4","1.1","2.0","0.9","3.5","1.0","6.8","1.7","11.6","2.3","9.0","1.8","25.3","3.0","17.8","2.6","20.7","2.7","127138","4501","141201","6318","37.6","(X)","(X)","(X)","(X)","(X)","11836","346","1.0","0.6","0.1","0.1","1.6","1.0","2.7","1.0","5.9","2.0","10.7","2.4","9.1","1.9","24.9","3.3","19.4","3.1","24.6","3.3","139783","5554","153779","7245","(X)","(X)","37.6","(X)","(X)","(X)","9990","432","1.0","0.7","0.1","0.1","0.8","0.7","2.6","1.3","3.7","1.4","8.4","2.3","7.5","1.6","25.7","3.6","22.2","3.4","28.0","3.8","150285","7071","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2816","334","5.8","3.5","7.2","5.4","4.6","2.1","7.1","2.8","12.2","6.0","20.7","5.4","13.2","5.9","20.2","5.2","7.2","4.7","1.9","1.2","68977","10541","77041","8697","(X)","(X)","(X)","(X)","35.4","(X)",NA
"860Z200US60104","ZCTA5 60104","6121","340","3.2","1.3","2.9","1.6","8.5","2.7","10.5","3.5","11.7","2.9","15.0","3.5","19.0","3.8","19.4","5.0","6.3","2.2","3.7","1.6","72337","7714","84640","6865","60.4","(X)","(X)","(X)","(X)","(X)","4399","265","1.1","1.1","1.9","1.9","5.8","2.7","8.9","3.3","11.9","3.4","16.4","4.5","16.6","4.1","24.9","6.2","7.4","3.1","5.1","2.2","81378","7653","96353","9145","(X)","(X)","63.8","(X)","(X)","(X)","2371","282","0.0","1.5","1.3","1.5","5.5","3.3","7.6","3.7","10.6","4.5","15.3","5.2","17.9","4.8","25.9","7.2","10.2","5.1","5.7","3.1","88237","12558","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1722","310","10.8","4.4","5.5","3.3","14.6","6.2","15.0","8.6","12.4","6.7","14.6","5.8","19.3","7.2","4.2","4.6","3.5","3.3","0.0","2.0","40347","12922","51046","7119","(X)","(X)","(X)","(X)","51.6","(X)",NA
